t,maut,mins,mseek,mguid,sbel1,sbel2,hbe,stel1,stel2,stel_hbe,sbelc1,sbelc2,hbem,dvbe,dvbec,mach,pdynmc,psivlx,thtvlx,alphax,betax,alppx,alphaxc,betaxc,psiblx,thtblx,phiblx,psivlcx,thtvlcx,phiblcx,ppx,qqx,rrx,wbeb_p,wbeb_q,wbeb_r,fspb1,fspb2,fspb3,fspcb1,fspcb2,fspcb3,dpcx,dqcx,drcx,dpx,dqx,drx,delcx1,delcx2,delcx3,delcx4,delx1,delx2,delx3,delx4,thrust,mass,xcg,anx,ayx,ancomx,alcomx,an_cmd_mag,an_ach_mag,tr_err_n,tr_err_l,tr_err_mag,dtbc,tgoc,esttc1,esttc2,esttc3,evbe1,evbe2,evbe3,rece1x,rece2x,rece3x,psipbx,thtpbx,sigdpy,sigdpz,tgt_g,tgt_g_n,tgt_g_e,tgt_g_d
0.0,6,0,0,30,0.1249995563048317,0.0,9999.9999975583,6000.0,1500.0,10000.0,0.0,0.0,10000.0,249.99911265735875,250.0,0.8348197556304093,12.896836186773413,0.0,-0.001119196934175424,0.0,0.0,0.0008102847180697748,0.0,0.0,0.0008102847180697748,-0.0,0.0008102847180697748,0.0,-0.0,0.0,0.0,-1.0522316378977807e-05,0.0,0.0,-1.052231637657525e-05,0.0,-1.7747806731810092,0.0,-0.0005116306159485474,-1.7747806731810092,0.0,-0.0005116306159485474,0.0,0.0,-28.0,0.0,0.0,0.0,28.0,-28.0,28.0,-28.0,0.0,0.0,0.0,0.0,0.0,91.9563,1.5357,5.238167615897807e-05,0.0,-0.0,3.0485633495257094,3.0485633495257094,5.238167615897807e-05,-5.238167615897807e-05,3.0485633495257094,3.048563349975731,6184.537171118727,14.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010000000000000002,6,0,0,30,2.626520371415945,-4.1414322791528445e-05,9999.999460619352,5998.000000000002,1500.0,10000.0,2.376133722985652,-2.89765708269746e-05,9999.999558221098,250.42370532387093,250.3496302877161,0.8359872633889105,12.932935117463007,-0.003185192345278997,-0.02344644564732774,0.021217592036044865,-0.003981516096596786,0.021587929065965156,0.021215998093366946,-0.004703090166115784,0.0020036026611873195,-5.486178094647308e-06,-0.0008102847180697748,-0.0025069492965179244,-0.021221484199976662,-1.137498075958098e-10,0.0,-0.002192248225557013,1.0347835262830851,0.0,-0.002192248225056458,1.0347835260468135,77.52693007657282,-2.2001103610232167,-0.014267711949488622,77.52693007657282,-2.2001103610232167,-0.014267711949488622,3.337742951007479e-11,-0.19303043185201754,-28.0,0.0,0.0,-5.999999999999999,27.806969568114607,-28.193030431885393,27.80696956818136,-28.19303043181864,5.999999999999999,-5.999999999999999,5.999999999999999,-5.999999999999999,7288.709461062353,91.77214,1.5353400000000001,0.0014607543869882167,-0.22525131381265948,0.0026743623836677365,3.0575436460974426,3.057544815698537,0.2252560502577196,0.0012136079966795197,3.282794959910102,3.2827951842378984,6180.170166304245,14.14664557289757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02000000000000001,6,0,0,30,5.135791286542475,-0.0003976225006721923,9999.9979485522,5996.000000000004,1500.0,10000.0,4.884318340505195,-0.00033769498134771786,9999.99814359282,251.5446268460749,251.40142958555649,0.8394995017908834,13.041836659656429,-0.014393159113448847,-0.045534310991675334,0.04329872781980536,-0.03389817954851089,0.05498969166190299,0.043291242002612036,-0.03782580901531155,0.02397295194111301,-5.020604621712684e-05,-0.0008102847180697748,-0.012914278791547596,-0.043341438610880655,-1.130187078757942e-08,0.0,-0.008747951077668773,4.629448001047554,0.0,-0.008747951075671357,4.629447999990514,146.63856383398712,-4.6839291070991,-0.028934051363790576,146.63856383398712,-4.6839291070991,-0.028934051363790576,3.2944106352253943e-09,-0.39232261630426096,-28.0,0.0,0.0,-11.999999999999996,27.607677380401327,-28.392322619598673,27.60767738699015,-28.39232261300985,11.999999999999996,-11.999999999999996,11.999999999999996,-11.999999999999996,13641.309389495158,91.58798,1.53498,0.0029623209799799154,-0.47954920962304154,0.005502647343648036,3.0773912780202997,3.077396197626039,0.47955835911354133,0.0025403263636681202,3.5569404876433413,3.556941394779296,6175.795913088113,14.104680934406208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03000000000000002,6,0,0,30,7.659726330199809,-0.001422994773788747,9999.995463002959,5994.0000000000055,1500.0,10000.0,7.406475987244447,-0.0012804234532473831,9999.995755317606,253.35670506902034,253.14438628848123,0.8453197279677026,13.223305730196568,-0.033369259319378015,-0.06720498439724258,0.06490121507817363,-0.11542833825795279,0.1324230466841797,0.06488339536422247,-0.125183480956109,0.09198748615104711,-0.000178302438317891,-0.0008102847180697748,-0.031140946062688114,-0.06506154282879235,-1.49613890404789e-07,0.0,-0.019783876404615344,10.857450700571835,0.0,-0.0197838764000981,10.857450698092759,215.72234812856104,-7.238272266437755,-0.04395628356269356,215.72234812856104,-7.238272266437755,-0.04395628356269356,4.313973589525857e-08,-0.5796992358523202,-24.97703719053581,0.0,0.0,-18.0,24.397337911543755,-25.556736469527866,24.397337997823225,-25.556736383248396,18.0,-18.0,18.0,-18.0,19993.909268670344,91.40382,1.53462,0.004500324523004897,-0.7410675231079512,0.008356422147148407,3.1083373435378183,3.1083485761772027,0.7410811876752547,0.0038560976241435096,3.8494048666457696,3.849406798046294,6171.407792486899,14.041706916499287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04000000000000003,6,0,0,30,10.205235839114684,-0.003457343458418787,9999.992005001151,5992.000000000007,1500.0,10000.0,9.949517024522157,-0.003200059146970615,9999.9923947589,255.86000369073707,255.57842341038383,0.8534477577999421,13.478828169946238,-0.05900804591580145,-0.088387136910142,0.08587496659211556,-0.27427533530987475,0.2874046156827813,0.08585612354878704,-0.29254888471822915,0.23284137799049806,-0.00041294921170604844,-0.0008102847180697748,-0.056283497909753934,-0.08626795273537495,-9.046600990316878e-07,7.332217646780404e-08,-0.003038336834746509,19.735267941187495,7.332217645106242e-08,-0.0030383368340527665,19.73526793668135,284.92139170303136,-9.322786521975196,0.09301890941786581,284.92139170303136,-9.322786521975196,0.09301890941786581,2.5549990071030657e-07,-0.7486186056500815,-18.925457242966026,9.235126530171556e-08,-0.4446037703873982,-21.961929560279074,18.176838381816044,-19.674076104116008,18.176838892815844,-19.674075593116207,21.517325691807116,-22.406533417284443,21.51732588797623,-22.406533244048497,26346.50909865684,91.21966,1.53426,-0.009523445677997231,-0.9544838954276418,0.011255305408155964,3.1508700571456263,3.150890159767032,0.9545314047470136,0.020778751086153194,4.105353952573268,4.105406536800668,6166.9991870154245,13.958213778754397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05000000000000004,6,0,0,30,12.779265497922255,-0.006654202158311466,9999.987555545027,5990.000000000009,1500.0,10000.0,12.520378049227842,-0.00629056047093715,9999.988045943353,259.06440324387904,258.71177343578955,0.8639111836887553,13.811369202399561,-0.08130618075915737,-0.10957632811149752,0.1077699839450227,-0.5232591614017461,0.5342417023525169,0.10797984604046591,-0.5507298418269442,0.4663619746798174,0.0004877146638900466,-0.0008102847180697748,-0.07965159880586657,-0.1074871801642773,-1.467523679490057e-06,1.0095175291918286e-06,0.2514976940806827,28.65747828145647,1.009517528961326e-06,0.2514976940232583,28.65747827491312,355.8804766670913,-7.228973973434415,0.2163927599695612,355.8804766670913,-7.228973973434415,0.2163927599695612,3.758146301868598e-07,-0.80585013621853,-10.170471638600343,1.6901373189881497e-07,-0.6608420735162497,-16.524158004253238,9.364621126567183,-10.976322150633504,9.364621878196443,-10.976321399004243,15.86331577469756,-17.185000259757523,15.863316086776413,-17.18499989578145,32699.108878646453,91.0355,1.5339,-0.0221546855878353,-0.7401155451162605,0.01432098928972667,3.2046536620624573,3.204685660794917,0.7404470610490903,0.036475674877561974,3.9447692071787177,3.9449378414321288,6162.563401034287,13.85435023067081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.060000000000000046,6,0,0,30,15.3877425502601,-0.01061707443733969,9999.982096167154,5988.000000000011,1500.0,10000.0,15.125286074458094,-0.010202971477222525,9999.982687499467,262.63659214116086,262.27803143705086,0.8758203554406,14.19478987784166,-0.09055987429245099,-0.13010194929609506,0.13173155475846662,-0.8411908265687582,0.8514422836506567,0.13222423276600212,-0.8754235567474876,0.7799146493681566,0.004130631659851408,0.0008102847180697748,-0.09024194181696873,-0.12807849771881163,1.0289525814626961e-05,2.0959968372845368e-06,0.5340601085966837,35.016462354135165,2.0959968368059585e-06,0.5340601084747421,35.01646234613987,358.1952697772744,-4.4816307312426,0.20553880591287582,358.1952697772744,-4.4816307312426,0.20553880591287582,-2.8761524163563364e-06,-0.7038598726349155,-1.7057251079570253,1.6901373189881497e-07,-0.6608420735162488,-10.52415800425324,1.001868111474526,-2.4095821044395245,1.0018623591696936,-2.409587856744357,9.863315774697563,-11.185000259757524,9.863316086776416,-11.18499989578145,32822.213630389,90.94022602739726,1.53265799086758,-0.021043437932489306,-0.4588375305109837,0.017500351677410424,3.2647163099992853,3.264763214550817,0.45931982940586885,0.03854378960989973,3.723553840510269,3.723753325194388,6158.094594068492,13.738522908457224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07000000000000005,6,0,0,30,18.032050021943,-0.014744878137148691,9999.975629577366,5986.000000000013,1500.0,10000.0,17.766000929644544,-0.014343090417659726,9999.976321424558,266.23042556604355,265.8696980689592,0.8878143586002256,14.586249946657063,-0.08597647857001674,-0.14997202865995155,0.15788223525954312,-1.2006842640442603,1.2110185189175617,0.15866072557525257,-1.2389086047527398,1.1466781150859011,0.010609734993907981,0.0008102847180697748,-0.08708047352354002,-0.14801518161338115,5.634904110716361e-05,3.216053553379955e-06,0.8191198968207333,38.57596288638953,3.2160535526456344e-06,0.819119896633704,38.5759628775815,360.2496196057179,-1.5148254972656832,0.19168019999954142,360.2496196057179,-1.5148254972656832,0.19168019999954142,-1.5137477087267058e-05,-0.5163026508397667,4.6517859907017325,1.6901373189881497e-07,-0.660842073516249,-4.524158004253242,-5.168073504064412,4.135498477339053,-5.168103779018587,4.135468202384878,3.863315774697566,-5.185000259757528,3.8633160867764196,-5.184999895781454,32945.318331154354,90.84495205479452,1.5314159817351598,-0.019624568536453665,-0.15509059773481573,0.020761262089232173,3.324835761285421,3.3249005803972462,0.156327275918134,0.040385830625685834,3.479926359020237,3.4801606973700467,6153.591283747335,13.623188353483902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08000000000000006,6,0,0,30,20.712387793547844,-0.018375952707518826,9999.968161161196,5984.000000000015,1500.0,10000.0,20.44272771624514,-0.018055138200412067,9999.968952886049,269.84237874821343,269.4799070534249,0.899870114439922,14.985093926698008,-0.06687947296234097,-0.16916380365484782,0.18622595704987785,-1.5724425937497752,1.5834289091635458,0.18729216272318636,-1.611693369161838,1.5376512779349096,0.019945770079229094,0.0008102847180697748,-0.06945172949193197,-0.1672757600522886,0.00015901689904651442,4.370388496197336e-06,1.1056899415275343,39.1412769238315,4.3703884951994475e-06,1.1056899412750727,39.141276914894384,362.00226115733005,1.6552692269073304,0.17461889198272462,362.00226115733005,1.6552692269073304,0.17461889198272462,-4.1658456382620016e-05,-0.2878534459457214,8.257315428317444,1.6901373189881497e-07,-0.6608420735162492,1.4758419957467583,-8.545127215806783,7.969503640828105,-8.545210532719548,7.96942032391534,-2.1366842253024343,0.814999740242472,-2.136683913223581,0.8150001042185462,33068.42298120381,90.74967808219178,1.5301739726027397,-0.01787780065743487,0.1694694825801737,0.024097424302642022,3.3843150105259117,3.3844008001903414,0.17040986263223962,0.04197522496007689,3.214845527945738,3.215119544910136,6149.053120205143,13.508519160958754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09000000000000007,6,0,0,30,23.4289164607436,-0.020800922608078556,9999.959698515784,5982.000000000016,1500.0,10000.0,23.15563138445386,-0.02063355362656498,9999.960589255692,273.46811225038704,273.1044410638287,0.9119734292324064,15.39092558564704,-0.03307251508936119,-0.18765549769071674,0.21675456654285563,-1.9257009154115925,1.9378567711720305,0.2181090312115961,-1.9628207127294572,1.9219586990093789,0.032149303029060015,0.0008102847180697748,-0.03710988653106778,-0.18583933708371025,0.00033143817715191513,4.69177120587653e-06,1.3922760380791095,36.52099785490351,4.69177120480526e-06,1.3922760377612118,36.52099784656469,363.36971575533687,5.002035869484563,0.14562950937276847,363.36971575533687,5.002035869484563,0.14562950937276847,-8.491495390505967e-05,-0.039403328889668986,8.96423472749908,-8.773808463535815e-06,-0.5953519013274906,7.410133856958379,-9.003553141434844,8.924916313563317,-9.003722971342654,8.924746483655507,-8.005473071457812,6.814786816419758,-8.005498445113927,6.814777094842019,33191.52758091018,90.65440410958904,1.5289319634703196,-0.014909814751582578,0.5121175544434806,0.02750180736630841,3.4425264137336606,3.4426362658088574,0.512334550996805,0.042411622117890985,2.9304088592901802,2.930715753582569,6144.479779640836,13.39461778139572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
